run_id,episode_id,role_family,lane,workspace_id,benchmark_tags,artifact_quality_score,browser_workflow_score,strict_interface_score,recovered_execution_score,revision_responsiveness,memory_retention_score,escalation_correctness,collateral_damage_free,human_time_ratio,controller_repair_count,argument_repair_count,controller_fallback_count,intent_override_count,raw_planning_clean_rate,role_readiness_score
20260411T211509617592Z_episode_kwa_finance_live_committee_hold,kwa_finance_live_committee_hold,finance,live_web_stress,finance-live-committee-hold,"knowledge_work_arena,live_web_stress,finance",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.0,0.0,0.0,0.0,1.0,1.0
20260411T211512813073Z_episode_kwa_exec_live_vendor_access_hold,kwa_exec_live_vendor_access_hold,executive_assistant,live_web_stress,exec-live-vendor-access-hold,"knowledge_work_arena,live_web_stress,executive_assistant",1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.9769
20260411T211517058186Z_episode_kwa_jobs_live_screening_hold,kwa_jobs_live_screening_hold,job_application_ops,live_web_stress,jobs-live-screening-hold,"knowledge_work_arena,live_web_stress,job_application_ops",1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.9769
20260411T211522911567Z_episode_kwa_finance_live_billing_patch_hold,kwa_finance_live_billing_patch_hold,finance,live_web_stress,finance-live-billing-patch-hold,"knowledge_work_arena,live_web_stress,finance",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.0,0.0,0.0,0.0,1.0,1.0
20260411T211526831284Z_episode_kwa_exec_live_stale_brief_hold,kwa_exec_live_stale_brief_hold,executive_assistant,live_web_stress,exec-live-stale-brief-hold,"knowledge_work_arena,live_web_stress,executive_assistant",1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.9769
20260411T211530189018Z_episode_kwa_jobs_live_constraint_hold,kwa_jobs_live_constraint_hold,job_application_ops,live_web_stress,jobs-live-constraint-hold,"knowledge_work_arena,live_web_stress,job_application_ops",1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.9769
20260411T211535930818Z_episode_kwa_finance_live_stale_assumption_hold,kwa_finance_live_stale_assumption_hold,finance,live_web_stress,finance-live-stale-assumption-hold,"knowledge_work_arena,live_web_stress,finance",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.0,0.0,0.0,0.0,1.0,1.0
20260411T211538967681Z_episode_kwa_exec_live_visual_dashboard_brief,kwa_exec_live_visual_dashboard_brief,executive_assistant,live_web_stress,exec-live-visual-dashboard-brief,"knowledge_work_arena,live_web_stress,executive_assistant,visual_ui_ops,visual_kwa",1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.9942
20260411T211543548544Z_episode_kwa_jobs_live_visual_form_hold,kwa_jobs_live_visual_form_hold,job_application_ops,live_web_stress,jobs-live-visual-form-hold,"knowledge_work_arena,live_web_stress,job_application_ops,visual_ui_ops,visual_kwa",1.0,1.0,1.0,1.0,0.8125,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.9826
20260411T211548945279Z_episode_kwa_finance_live_visual_invoice_hold,kwa_finance_live_visual_invoice_hold,finance,live_web_stress,finance-live-visual-invoice-hold,"knowledge_work_arena,live_web_stress,finance,visual_document,visual_kwa",1.0,1.0,0.625,0.5,0.9375,1.0,1.0,1.0,0.0889,0.0,0.0,0.0,0.0,1.0,0.8484
